symbol,Disease_Trait,link
MAST2,Reticulocyte count,www.ncbi.nlm.nih.gov/pubmed/27863252
MAST2,Red blood cell count,www.ncbi.nlm.nih.gov/pubmed/27863252
MAST2,Myeloid white cell count,www.ncbi.nlm.nih.gov/pubmed/27863252
MAST2,Neutrophil count,www.ncbi.nlm.nih.gov/pubmed/27863252
MAST2,Breast cancer,www.ncbi.nlm.nih.gov/pubmed/29059683
MAST2,Body mass index,www.ncbi.nlm.nih.gov/pubmed/26426971
MAST2,Body mass index in physically active individuals,www.ncbi.nlm.nih.gov/pubmed/28448500
MAST2,Granulocyte count,www.ncbi.nlm.nih.gov/pubmed/27863252
MAST2,Body mass index,www.ncbi.nlm.nih.gov/pubmed/28448500
MAST2,Body mass index (joint analysis main effects and physical activity interaction),www.ncbi.nlm.nih.gov/pubmed/28448500
MAST2,Sum basophil neutrophil counts,www.ncbi.nlm.nih.gov/pubmed/27863252
MAST2,Sodium levels,www.ncbi.nlm.nih.gov/pubmed/29403010
MAST2,White blood cell count,www.ncbi.nlm.nih.gov/pubmed/30595370
MAST2,Red blood cell count,www.ncbi.nlm.nih.gov/pubmed/30595370
